"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","FISCAL_WEEK_NUMBER","WEEK_ENDING_DAY","WEEK_ENDING_DAY_ID","CALENDAR_MONTH_NUMBER","FISCAL_MONTH_NUMBER","CALENDAR_MONTH_DESC","CALENDAR_MONTH_ID","FISCAL_MONTH_DESC","FISCAL_MONTH_ID","DAYS_IN_CAL_MONTH","DAYS_IN_FIS_MONTH","END_OF_CAL_MONTH","END_OF_FIS_MONTH","CALENDAR_MONTH_NAME","FISCAL_MONTH_NAME","CALENDAR_QUARTER_DESC","CALENDAR_QUARTER_ID","FISCAL_QUARTER_DESC","FISCAL_QUARTER_ID","DAYS_IN_CAL_QUARTER","DAYS_IN_FIS_QUARTER","END_OF_CAL_QUARTER","END_OF_FIS_QUARTER","CALENDAR_QUARTER_NUMBER","FISCAL_QUARTER_NUMBER","CALENDAR_YEAR","CALENDAR_YEAR_ID","FISCAL_YEAR","FISCAL_YEAR_ID","DAYS_IN_CAL_YEAR","DAYS_IN_FIS_YEAR","END_OF_CAL_YEAR","END_OF_FIS_YEAR"
2022-08-07,"SUNDAY   ",7,7,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-08,"MONDAY   ",1,8,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-09,"TUESDAY  ",2,9,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-10,"WEDNESDAY",3,10,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-11,"THURSDAY ",4,11,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-12,"FRIDAY   ",5,12,32,32,2022-08-13,20220813,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-13,"SATURDAY ",6,13,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-14,"SUNDAY   ",7,14,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-15,"MONDAY   ",1,15,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-16,"TUESDAY  ",2,16,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-17,"WEDNESDAY",3,17,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-18,"THURSDAY ",4,18,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-19,"FRIDAY   ",5,19,33,33,2022-08-20,20220820,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-20,"SATURDAY ",6,20,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-21,"SUNDAY   ",7,21,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-25,"SUNDAY   ",7,25,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-26,"MONDAY   ",1,26,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-27,"TUESDAY  ",2,27,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-28,"WEDNESDAY",3,28,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-29,"THURSDAY ",4,29,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-30,"FRIDAY   ",5,30,39,39,2022-10-01,20221001,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-01,"SATURDAY ",6,1,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-02,"SUNDAY   ",7,2,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-03,"MONDAY   ",1,3,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-04,"TUESDAY  ",2,4,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-05,"WEDNESDAY",3,5,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-06,"THURSDAY ",4,6,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-07,"FRIDAY   ",5,7,40,40,2022-10-08,20221008,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-08,"SATURDAY ",6,8,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-09,"SUNDAY   ",7,9,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-10,"MONDAY   ",1,10,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-11,"TUESDAY  ",2,11,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-12,"WEDNESDAY",3,12,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-13,"THURSDAY ",4,13,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-14,"FRIDAY   ",5,14,41,41,2022-10-15,20221015,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-15,"SATURDAY ",6,15,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-16,"SUNDAY   ",7,16,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-17,"MONDAY   ",1,17,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-18,"TUESDAY  ",2,18,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-19,"WEDNESDAY",3,19,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-20,"THURSDAY ",4,20,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-21,"FRIDAY   ",5,21,42,42,2022-10-22,20221022,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-22,"SATURDAY ",6,22,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-23,"SUNDAY   ",7,23,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-24,"MONDAY   ",1,24,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-25,"TUESDAY  ",2,25,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-26,"WEDNESDAY",3,26,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-27,"THURSDAY ",4,27,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-28,"FRIDAY   ",5,28,43,43,2022-10-29,20221029,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-10-29,"SATURDAY ",6,29,44,44,2022-11-05,20221105,10,10,"OCT-22",202210,"OCT-22",202210,31,31,2022-10-31,2022-10-31,"OCTOBER  ","OCTOBER  ","Q4-22",20224,"Q4-22",20224,90,90,2022-12-31,2022-12-31,4,4,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-22,"MONDAY   ",1,22,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-23,"TUESDAY  ",2,23,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-24,"WEDNESDAY",3,24,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-25,"THURSDAY ",4,25,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-26,"FRIDAY   ",5,26,34,34,2022-08-27,20220827,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-27,"SATURDAY ",6,27,35,35,2022-09-03,20220903,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-28,"SUNDAY   ",7,28,35,35,2022-09-03,20220903,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-29,"MONDAY   ",1,29,35,35,2022-09-03,20220903,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-30,"TUESDAY  ",2,30,35,35,2022-09-03,20220903,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-08-31,"WEDNESDAY",3,31,35,35,2022-09-03,20220903,8,8,"AUG-22",202208,"AUG-22",202208,31,31,2022-08-31,2022-08-31,"AUGUST   ","AUGUST   ","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-01,"THURSDAY ",4,1,35,35,2022-09-03,20220903,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-02,"FRIDAY   ",5,2,35,35,2022-09-03,20220903,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-03,"SATURDAY ",6,3,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-04,"SUNDAY   ",7,4,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-05,"MONDAY   ",1,5,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-06,"TUESDAY  ",2,6,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-07,"WEDNESDAY",3,7,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-08,"THURSDAY ",4,8,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-09,"FRIDAY   ",5,9,36,36,2022-09-10,20220910,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-10,"SATURDAY ",6,10,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-11,"SUNDAY   ",7,11,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-12,"MONDAY   ",1,12,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-13,"TUESDAY  ",2,13,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-14,"WEDNESDAY",3,14,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-15,"THURSDAY ",4,15,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-16,"FRIDAY   ",5,16,37,37,2022-09-17,20220917,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-17,"SATURDAY ",6,17,38,38,2022-09-24,20220924,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-18,"SUNDAY   ",7,18,38,38,2022-09-24,20220924,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-19,"MONDAY   ",1,19,38,38,2022-09-24,20220924,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
2022-09-20,"TUESDAY  ",2,20,38,38,2022-09-24,20220924,9,9,"SEP-22",202209,"SEP-22",202209,30,30,2022-09-30,2022-09-30,"SEPTEMBER","SEPTEMBER","Q3-22",20223,"Q3-22",20223,90,90,2022-09-30,2022-09-30,3,3,2022,2022,2022,2022,365,365,2022-12-31,2022-12-31
